iter	Logloss
227	0.3675792038
228	0.3674439664
229	0.3669651996
230	0.3668463878
231	0.3667075465
232	0.3659576038
233	0.365921297
234	0.3657656814
235	0.3654750884
236	0.3653158255
237	0.3651267446
238	0.3649625507
239	0.3648575694
240	0.3646290512
241	0.3645104871
242	0.3644882664
243	0.3643880719
244	0.3641502551
245	0.363781896
246	0.3636384263
247	0.3634806785
248	0.3634125294
249	0.3632823928
250	0.3631797425
251	0.362938146
252	0.3628749627
253	0.3626894484
254	0.3625115258
255	0.3624878627
256	0.3622628908
257	0.3621452604
258	0.3620343899
259	0.3617200824
260	0.3615764028
261	0.3614978258
262	0.3613109924
263	0.3609846749
264	0.3608311596
265	0.3605567832
266	0.3603599745
267	0.3603392486
268	0.3602351161
269	0.3601270311
270	0.36000737
271	0.359986045
272	0.3597088724
273	0.3595267074
274	0.3594217414
275	0.359247121
276	0.3590780055
277	0.3588668406
278	0.3588525984
279	0.3587198468
280	0.3587043419
281	0.3586477523
282	0.3584975113
283	0.3584554336
284	0.3582876261
285	0.3581380296
286	0.3580449773
287	0.3577425656
288	0.3575335802
289	0.3573114983
290	0.3572284582
291	0.3570090656
292	0.3568773001
293	0.3567737045
294	0.3567068727
295	0.356603762
296	0.3563821195
297	0.3561556317
298	0.356084915
299	0.3560207725
300	0.3558903442
301	0.3557934754
302	0.355792882
303	0.3556884209
304	0.3556497301
305	0.355429228
306	0.3552389441
307	0.3551354265
308	0.3551034803
309	0.354930335
310	0.3547148079
311	0.3545139278
312	0.3544310422
313	0.3544125271
314	0.3542712848
315	0.3542661621
316	0.3539439706
317	0.3536417408
318	0.3534587476
319	0.3532186307
320	0.3531156637
321	0.3530910796
322	0.3529420194
323	0.3527121617
324	0.3525717544
325	0.352481993
326	0.3523034039
327	0.3521527203
328	0.3520704515
329	0.3520517548
330	0.3519667536
331	0.3519234886
332	0.3518250815
333	0.3517437699
334	0.3517344658
335	0.3516424235
336	0.351585345
337	0.3513661055
338	0.3512220052
339	0.3512118266
340	0.3511207743
341	0.3510631418
342	0.3509982571
343	0.350987629
344	0.3507791644
345	0.3506563894
346	0.3506140445
347	0.3505073932
348	0.3503735993
349	0.3503109068
350	0.3500632126
351	0.3500421871
352	0.3499189726
353	0.3497939811
354	0.3497423741
355	0.349558957
356	0.3493142186
357	0.3493038622
358	0.3492133891
359	0.3491876185
360	0.3491023813
361	0.3490785458
362	0.3489670719
363	0.3488755991
364	0.3486954811
365	0.3486950519
366	0.3486193831
367	0.3484916831
368	0.3483621493
369	0.3482758349
370	0.3482514152
371	0.3481115086
372	0.347959186
373	0.3478778143
374	0.3475949552
375	0.3474482495
376	0.3472222233
377	0.3471148916
378	0.3467630876
379	0.3467172543
380	0.3466972526
381	0.3466634689
382	0.3465874351
383	0.3464225199
384	0.3462037293
385	0.3460723602
386	0.3460507891
387	0.3460503964
388	0.3459930107
389	0.3459033861
390	0.3457192028
391	0.3456652378
392	0.3454574476
393	0.3452759176
394	0.3451582631
395	0.3450519979
396	0.3448512584
397	0.3446537289
398	0.3444587992
399	0.3443425926
400	0.3443195323
401	0.3440502377
402	0.3439562817
403	0.3438082168
404	0.3437206448
405	0.3435702983
406	0.3434207298
407	0.3433648741
408	0.3432115607
409	0.3430393576
410	0.3429703812
411	0.3427338979
412	0.3426806096
413	0.3425487848
414	0.342451734
415	0.3423269566
416	0.342244891
417	0.3422365271
418	0.3421413137
419	0.341922354
420	0.341767746
421	0.3415960093
422	0.3414996973
423	0.3413152585
424	0.3412022126
425	0.3410735749
426	0.3408662708
427	0.3408225235
428	0.3408062641
429	0.3404021407
430	0.340290741
431	0.3402370178
432	0.340066619
433	0.3399705463
434	0.3398445569
435	0.3396942664
436	0.3396379732
437	0.3394582554
438	0.3393967272
439	0.3390836554
440	0.3389216813
441	0.3386083171
442	0.3385354451
443	0.338416293
444	0.3382458978
445	0.3379868245
446	0.3378968773
447	0.3377189803
448	0.3376469142
449	0.3373582219
450	0.3373258047
451	0.3371800099
452	0.3370355488
453	0.3369448905
454	0.3366316442
455	0.3365089341
456	0.3364019994
457	0.3362175307
458	0.3360906122
459	0.336076317
460	0.3359644054
461	0.335758525
462	0.3357237632
463	0.3356997986
464	0.3355583285
465	0.3355450664
466	0.3353298106
467	0.3352123124
468	0.335027615
469	0.3346955232
470	0.334548985
471	0.3344034326
472	0.3341529532
473	0.3341253129
474	0.334120518
475	0.3339779496
476	0.3337656107
477	0.3335857182
478	0.3334230727
479	0.3332898678
480	0.3331116237
481	0.3328161052
482	0.3325474492
483	0.3322407655
484	0.3319758006
485	0.33187467
486	0.3317583073
487	0.3317399951
488	0.3317030961
489	0.3315510946
490	0.3315122256
491	0.3313953201
492	0.33124345
493	0.3311194301
494	0.3310116614
495	0.3309764168
496	0.3308907599
497	0.3307345619
498	0.3306893909
499	0.3306326639
500	0.3302162771
501	0.3301513461
502	0.3301149262
503	0.3297509009
504	0.329687925
505	0.3292862505
506	0.3292022806
507	0.3290816468
508	0.3289569108
509	0.3286825594
510	0.3285573102
511	0.3285196174
512	0.3284447662
513	0.3281432702
514	0.3279674544
515	0.3278874234
516	0.3276481741
517	0.3275621714
518	0.3272310671
519	0.3270865893
520	0.3268736824
521	0.3267839513
522	0.3267266131
523	0.3262432079
524	0.326126532
525	0.326046074
526	0.3260371652
527	0.3257864491
528	0.3254924047
529	0.3251563286
530	0.3248977441
531	0.3248965843
532	0.3246779013
533	0.324580848
534	0.324318129
535	0.3242532992
536	0.3242058626
537	0.3241620102
538	0.3240894544
539	0.3238149967
540	0.3238033434
541	0.323623403
542	0.3235145066
543	0.3234004833
544	0.3233267848
545	0.3231650271
546	0.3227829388
547	0.3225204433
548	0.3224144918
549	0.3222760261
550	0.3222014471
551	0.3221342618
552	0.3220515074
553	0.3220112073
554	0.3219403233
555	0.3218721838
556	0.3218172431
557	0.3218152817
558	0.3217671234
559	0.3215588334
560	0.3215548425
561	0.3214937063
562	0.3213224677
563	0.3210974643
564	0.3208910598
565	0.3207889589
566	0.320574646
567	0.3204233996
568	0.3202724301
569	0.3202721638
570	0.3202376111
571	0.3200766956
572	0.3199227446
573	0.3199224864
574	0.3198835823
575	0.3197656577
576	0.3195475441
577	0.3194614212
578	0.3193593718
579	0.319114354
580	0.319088594
581	0.318862259
582	0.3184144493
583	0.3182525672
584	0.3180786386
585	0.3178872745
586	0.3178399722
587	0.3175977589
588	0.3175732879
589	0.3175650081
590	0.3175255667
591	0.3173683345
592	0.3172493894
593	0.3171629531
594	0.3170523677
595	0.3168674713
596	0.31681408
597	0.3166722248
598	0.3165300951
599	0.3164490565
600	0.3163946288
601	0.3162743399
602	0.3162062365
603	0.3161759242
604	0.3161254533
605	0.3160803583
606	0.3159788371
607	0.3157844894
608	0.3156544827
609	0.3155021361
610	0.3154231962
611	0.3152100486
612	0.3150225939
613	0.3148960823
614	0.3148446884
615	0.3145853042
616	0.3143052962
617	0.3142631848
618	0.3142479265
619	0.3140455212
620	0.3139770123
621	0.3137896863
622	0.3137127538
623	0.3137122754
624	0.313363872
625	0.313255229
626	0.3131484691
627	0.3128654772
628	0.3128342004
629	0.3126584517
630	0.3124214297
631	0.3121871566
632	0.3121178802
633	0.3120205571
634	0.312016813
635	0.3118727563
636	0.3118517801
637	0.3114443814
638	0.3111751923
639	0.3110512419
640	0.3109639017
641	0.310928979
642	0.3108999966
643	0.3107931042
644	0.3106649176
645	0.3103735869
646	0.3103183657
647	0.3103151849
648	0.3102870412
649	0.3102549034
650	0.3101850659
651	0.310119932
652	0.3100389529
653	0.309890454
654	0.3097250131
655	0.3097168406
656	0.3095427532
657	0.3093026852
658	0.3092306712
659	0.3091441233
660	0.30909854
661	0.3089712725
662	0.3088620736
663	0.3087295125
664	0.3087273216
665	0.3084990701
666	0.3084642803
667	0.3083475127
668	0.3083274114
669	0.3083015377
670	0.3080403383
671	0.3079148891
672	0.3078897706
673	0.307572594
674	0.3073893478
675	0.3073531169
676	0.3071045556
677	0.3069625303
678	0.306702791
679	0.30648489
680	0.306229602
681	0.3061910893
682	0.3059574028
683	0.3058713209
684	0.3058490832
685	0.3057716956
686	0.3055738233
687	0.3055447619
688	0.3054840529
689	0.305415382
690	0.3054031226
691	0.3052137486
692	0.3051523632
693	0.3049741082
694	0.3047680568
695	0.3045835774
696	0.3045769899
697	0.3045144341
698	0.3042739937
699	0.3041012446
700	0.3040984844
701	0.3038487109
702	0.3036514458
703	0.3032916497
704	0.3032316603
705	0.3031454743
706	0.3028960374
707	0.302657604
708	0.3025789871
709	0.3025050669
710	0.3023778127
711	0.3023203341
712	0.3023078409
713	0.302290125
714	0.3022170583
715	0.3019356329
716	0.3017141113
717	0.3016859935
718	0.3015999262
719	0.3015391006
720	0.3014795692
721	0.3010418146
722	0.3008929177
723	0.3006344726
724	0.3005280988
725	0.3004626186
726	0.3001716781
727	0.3001350036
728	0.3000105932
729	0.2998030673
730	0.2996637862
731	0.2996141052
732	0.2995827731
733	0.2995604809
734	0.2995382234
735	0.2994174876
736	0.2993126981
737	0.2991063224
738	0.2990559071
739	0.2990084413
740	0.2990078535
741	0.2989416561
742	0.2989414953
743	0.298773719
744	0.2984700278
745	0.2983188471
746	0.2981901649
747	0.2980167909
748	0.2979156491
749	0.2978621551
750	0.2977654133
751	0.2976489187
752	0.2975931813
753	0.2975520974
754	0.2974326668
755	0.2972074502
756	0.2971978728
757	0.2971798469
758	0.2971298395
759	0.2971119669
760	0.2970573297
761	0.2970098532
762	0.2968847004
763	0.2967062506
764	0.2966893523
765	0.2966891982
766	0.2966467641
767	0.2966104333
768	0.2964699368
769	0.296314439
770	0.2962103543
771	0.2961128725
772	0.296094415
773	0.2960059292
774	0.2959597611
775	0.2959395866
776	0.2959208566
777	0.2958783874
778	0.2958610499
779	0.295845008
780	0.2958198672
781	0.2958190216
782	0.2957582784
783	0.2957232012
784	0.2956929775
785	0.295652785
786	0.2953998598
787	0.2951390012
788	0.2950823872
789	0.2949690581
790	0.2949476073
791	0.294807893
792	0.2947567443
793	0.2946393518
794	0.2946152404
795	0.2945906618
796	0.2945533835
797	0.2945011795
798	0.2942725299
799	0.2939552717
800	0.293870024
801	0.2938313405
802	0.2937687799
803	0.2935907765
804	0.2935783217
805	0.2935244825
806	0.2934440762
807	0.2934266942
808	0.2934233203
809	0.2933850632
810	0.2933433512
811	0.2932831224
812	0.2931274281
813	0.2930937051
814	0.2930175379
815	0.2928694257
816	0.2927796572
817	0.2927071933
818	0.2926508524
819	0.2925526624
820	0.2924744785
821	0.2924150514
822	0.2921728279
823	0.2921399151
824	0.2921111384
825	0.2920022669
826	0.2918374734
827	0.2916015944
828	0.2915265683
829	0.2915245038
830	0.2915002718
831	0.2913607728
832	0.2912907791
833	0.2911783545
834	0.2911504014
835	0.2910975016
836	0.2910575249
837	0.2910572106
838	0.2910050724
839	0.2909831094
840	0.2908990808
841	0.2907314421
842	0.2906680722
843	0.2906454192
844	0.2906386373
845	0.29062637
846	0.2905751323
847	0.2905602223
848	0.2904526926
849	0.2903811608
850	0.2903616321
851	0.2903087184
852	0.2902319729
853	0.2902234291
854	0.2901905089
855	0.2901409937
856	0.2900766865
857	0.2900349176
858	0.28997087
859	0.2899119058
860	0.2897338187
861	0.2897189165
862	0.2893718183
863	0.2891521957
864	0.2889634289
865	0.2886168543
866	0.2885118175
867	0.2883194842
868	0.2882211478
869	0.2881301484
870	0.2880238301
871	0.2879643349
872	0.287891171
873	0.2877477358
874	0.2877243964
875	0.2876199105
876	0.2875779222
877	0.2874507635
878	0.2872570607
879	0.2871916819
880	0.287093728
881	0.2868782294
882	0.2868682985
883	0.286838063
884	0.2868155882
885	0.2867665956
886	0.2867467504
887	0.2865653955
888	0.2865652058
889	0.2865060331
890	0.2863851484
891	0.2863784473
892	0.2863566225
893	0.2863302008
894	0.2862777374
895	0.2862701494
896	0.2860989213
897	0.2860600891
898	0.2860523071
899	0.2857750396
900	0.285765916
901	0.2857282145
902	0.2856012219
903	0.2855306981
904	0.2855050933
905	0.2854482536
906	0.2854330347
907	0.2854158085
908	0.2853943947
909	0.2853283993
910	0.2851428443
911	0.2850658487
912	0.2850314129
913	0.2850067584
914	0.284897096
915	0.2848147739
916	0.284737634
917	0.2847266286
918	0.284725281
919	0.2847018574
920	0.2846588767
921	0.2846238331
922	0.2844182927
923	0.2843625987
924	0.2839670994
925	0.2839604349
926	0.2838258974
927	0.2838074346
928	0.2835788621
929	0.2835451303
930	0.2832706594
931	0.2831843603
932	0.2831407808
933	0.2830125951
934	0.2828692088
935	0.2828505313
936	0.2827934396
937	0.2827114853
938	0.2826606726
939	0.2826226333
940	0.2824680335
941	0.2824445162
942	0.2824285758
943	0.282245786
944	0.2822136443
945	0.2821862406
946	0.2819693048
947	0.2819124012
948	0.2817647527
949	0.2815509551
950	0.2815427924
951	0.2813433944
952	0.2812496248
953	0.2811692757
954	0.2810890826
955	0.2810153033
956	0.2810021201
957	0.2809994075
958	0.2809923467
959	0.2809625249
960	0.2809481843
961	0.2808697984
962	0.2808369582
963	0.2807970396
964	0.2807969462
965	0.2807396388
966	0.2806048818
967	0.2805866746
968	0.2804745568
969	0.2802901753
970	0.2801440764
971	0.2800761575
972	0.2799497948
973	0.279821238
974	0.2795987551
975	0.2795836749
976	0.2795785342
977	0.279565807
978	0.279509233
979	0.2794376775
980	0.2793548949
981	0.2793039458
982	0.2791524924
983	0.2791093819
984	0.2789221981
985	0.2789012462
986	0.2788926866
987	0.2787512259
988	0.2785910858
989	0.2783903127
990	0.2783618881
991	0.278328394
992	0.2782915062
993	0.2782584217
994	0.2780501586
995	0.2780080802
996	0.2778605335
997	0.2777039337
998	0.2776024538
999	0.2775557231
